NodeId;X;Y;Z;TagId;Range;TimeStamp
pub1;400;400;0;4DA3;129;1689851936713109180
pub3;200;800;0;4DA3;175;1689851936735344394
pub2;0;400;0;4DA3;187;1689851936727873204
pub1;400;400;0;4DA3;126;1689851936811059641
pub3;200;800;0;4DA3;231;1689851936833182538
pub2;0;400;0;4DA3;192;1689851936827206071
pub1;400;400;0;4DA3;270;1689851936911292931
pub3;200;800;0;4DA3;316;1689851936932908335
pub2;0;400;0;4DA3;221;1689851936926100736
pub3;200;800;0;4DA3;176;1689851937031897871
pub1;400;400;0;4DA3;194;1689851937011115079
pub2;0;400;0;4DA3;153;1689851937025996157
pub1;400;400;0;4DA3;228;1689851937111121743
pub2;0;400;0;4DA3;189;1689851937126284206
pub3;200;800;0;4DA3;265;1689851937133297653
pub1;400;400;0;4DA3;91;1689851937311088848
pub2;0;400;0;4DA3;189;1689851937325924788
pub3;200;800;0;4DA3;249;1689851937333244803
pub2;0;400;0;4DA3;180;1689851937425943801
pub1;400;400;0;4DA3;192;1689851937410973866
pub3;200;800;0;4DA3;291;1689851937433426323
pub2;0;400;0;4DA3;185;1689851937525973407
pub1;400;400;0;4DA3;189;1689851937511002418
pub3;200;800;0;4DA3;229;1689851937533118879
pub2;0;400;0;4DA3;194;1689851937625897364
pub3;200;800;0;4DA3;296;1689851937632862324
pub1;400;400;0;4DA3;192;1689851937613363409
pub3;200;800;0;4DA3;338;1689851937732593732
pub2;0;400;0;4DA3;187;1689851937725381786
pub1;400;400;0;4DA3;177;1689851937711057023
pub2;0;400;0;4DA3;191;1689851937826215556
pub1;400;400;0;4DA3;171;1689851937810882264
pub3;200;800;0;4DA3;266;1689851937833274994
pub2;0;400;0;4DA3;196;1689851937925820088
pub1;400;400;0;4DA3;173;1689851937910839780
pub3;200;800;0;4DA3;203;1689851937932983420
pub2;0;400;0;4DA3;189;1689851938025848749
pub1;400;400;0;4DA3;158;1689851938011174530
pub3;200;800;0;4DA3;250;1689851938032712624
pub1;400;400;0;4DA3;145;1689851938110867588
pub2;0;400;0;4DA3;184;1689851938125219320
pub3;200;800;0;4DA3;298;1689851938133448405
pub1;400;400;0;4DA3;265;1689851938312251113
pub3;200;800;0;4DA3;293;1689851938334869855
pub2;0;400;0;4DA3;198;1689851938327243950
pub3;200;800;0;4DA3;212;1689851938432325461
pub1;400;400;0;4DA3;128;1689851938410861506
pub2;0;400;0;4DA3;185;1689851938425318358
pub2;0;400;0;4DA3;194;1689851938525004854
pub1;400;400;0;4DA3;246;1689851938510625896
pub3;200;800;0;4DA3;267;1689851938532949149
pub1;400;400;0;4DA3;234;1689851938610313603
pub2;0;400;0;4DA3;195;1689851938625724087
pub3;200;800;0;4DA3;316;1689851938632839576
pub2;0;400;0;4DA3;189;1689851938725415249
pub3;200;800;0;4DA3;246;1689851938732438965
pub1;400;400;0;4DA3;230;1689851938711012179
pub2;0;400;0;4DA3;189;1689851938824365098
pub1;400;400;0;4DA3;219;1689851938810821384
pub3;200;800;0;4DA3;295;1689851938832774782
pub2;0;400;0;4DA3;195;1689851938925845625
pub1;400;400;0;4DA3;213;1689851938910518368
pub3;200;800;0;4DA3;227;1689851938932827079
pub2;0;400;0;4DA3;183;1689851939227098030
pub3;200;800;0;4DA3;244;1689851939234266956
pub1;400;400;0;4DA3;181;1689851939212211013
pub3;200;800;0;4DA3;300;1689851939332493824
pub2;0;400;0;4DA3;193;1689851939325631622
pub1;400;400;0;4DA3;181;1689851939311230213
pub3;200;800;0;4DA3;354;1689851939633586108
pub2;0;400;0;4DA3;222;1689851939626917212
pub1;400;400;0;4DA3;303;1689851939612188391
pub2;0;400;0;4DA3;187;1689851939725422230
pub1;400;400;0;4DA3;136;1689851939709897819
pub3;200;800;0;4DA3;247;1689851939732379606
pub2;0;400;0;4DA3;190;1689851939825067337
pub3;200;800;0;4DA3;177;1689851939832029162
pub1;400;400;0;4DA3;132;1689851939810758485
pub3;200;800;0;4DA3;223;1689851940032602998
pub1;400;400;0;4DA3;188;1689851940012176601
pub2;0;400;0;4DA3;140;1689851940026175470
pub1;400;400;0;4DA3;220;1689851940211631772
pub2;0;400;0;4DA3;196;1689851940225209518
pub3;200;800;0;4DA3;251;1689851940234079430
pub2;0;400;0;4DA3;184;1689851940326070620
pub3;200;800;0;4DA3;172;1689851940332613076
pub1;400;400;0;4DA3;86;1689851940311016410
pub2;0;400;0;4DA3;189;1689851940525371482
pub1;400;400;0;4DA3;70;1689851940510639189
pub3;200;800;0;4DA3;152;1689851940533963322
pub2;0;400;0;4DA3;193;1689851940625805512
pub1;400;400;0;4DA3;188;1689851940610465171
pub3;200;800;0;4DA3;200;1689851940631735077
pub2;0;400;0;4DA3;187;1689851940724486585
pub1;400;400;0;4DA3;178;1689851940710023195
pub3;200;800;0;4DA3;244;1689851940732451099
pub1;400;400;0;4DA3;169;1689851940809743642
pub2;0;400;0;4DA3;188;1689851940825197077
pub3;200;800;0;4DA3;295;1689851940832169432
pub2;0;400;0;4DA3;190;1689851940924898980
pub1;400;400;0;4DA3;162;1689851940910543290
pub3;200;800;0;4DA3;224;1689851940931872470
pub1;400;400;0;4DA3;247;1689851941109841446
pub2;0;400;0;4DA3;171;1689851941125397763
pub3;200;800;0;4DA3;305;1689851941132526733
pub1;400;400;0;4DA3;135;1689851941210694334
pub2;0;400;0;4DA3;189;1689851941225127851
pub3;200;800;0;4DA3;252;1689851941232331826
pub2;0;400;0;4DA3;191;1689851941424912544
pub3;200;800;0;4DA3;224;1689851941432528107
pub1;400;400;0;4DA3;236;1689851941410997286
pub1;400;400;0;4DA3;104;1689851941509773732
pub2;0;400;0;4DA3;190;1689851941525240371
pub3;200;800;0;4DA3;271;1689851941532232274
pub1;400;400;0;4DA3;95;1689851941610246683
pub2;0;400;0;4DA3;193;1689851941624843441
pub3;200;800;0;4DA3;201;1689851941631801292
pub3;200;800;0;4DA3;261;1689851941731488219
pub1;400;400;0;4DA3;216;1689851941710211977
pub2;0;400;0;4DA3;203;1689851941724547751
pub2;0;400;0;4DA3;190;1689851941824249950
pub1;400;400;0;4DA3;196;1689851941809765390
pub3;200;800;0;4DA3;301;1689851941832221684
pub3;200;800;0;4DA3;151;1689851942031870001
pub1;400;400;0;4DA3;172;1689851942010295226
pub2;0;400;0;4DA3;189;1689851942024831529
pub1;400;400;0;4DA3;286;1689851942109988395
pub2;0;400;0;4DA3;197;1689851942124883135
pub3;200;800;0;4DA3;327;1689851942131310630
pub2;0;400;0;4DA3;190;1689851942224076762
pub1;400;400;0;4DA3;150;1689851942209577511
pub3;200;800;0;4DA3;246;1689851942232055892
pub2;0;400;0;4DA3;190;1689851942324823939
pub1;400;400;0;4DA3;138;1689851942310303198
pub3;200;800;0;4DA3;298;1689851942331780726
pub1;400;400;0;4DA3;176;1689851942410106106
pub2;0;400;0;4DA3;122;1689851942425503116
pub2;0;400;0;4DA3;189;1689851942524213318
pub1;400;400;0;4DA3;114;1689851942509707074
pub3;200;800;0;4DA3;159;1689851942430527039
pub3;200;800;0;4DA3;273;1689851942532174118
pub1;400;400;0;4DA3;234;1689851942609463205
pub2;0;400;0;4DA3;200;1689851942624910366
pub3;200;800;0;4DA3;213;1689851942631878359
pub2;0;400;0;4DA3;184;1689851942824829985
pub1;400;400;0;4DA3;74;1689851942811405960
